Potencia,Maximo,DesvioPadrao,Curtose,Assimetria,Classe
5538363.5,9053.762,1090.0643,0.2478844743939348,0.6332133418899946,0
5542213.5,11743.747,1090.4182,0.23698799421701366,0.6279513042454198,0
5563908.0,25441.693,1094.3813,1.3059098030970588,0.7020906146995011,0
5543502.5,8809.77,1092.1786,0.23537135623318894,0.6279836012681205,0
5525781.5,9345.021,1088.4518,0.24406047388676688,0.628616119184974,0
5530576.5,9122.363,1089.3634,0.2509573902312483,0.6323032815007079,0
5547961.5,9145.151,1090.4879,0.24010758996353676,0.6283909728794705,0
5560212.5,11583.569,1092.4211,0.24512669621057714,0.6283059031903743,0
5547397.5,9037.827,1090.2958,0.22946775201755187,0.6275142790798383,0
5541404.0,12555.227,1090.2949,0.25366639698717197,0.6322330010490169,0
5539539.0,8754.302,1089.9424,0.24729816139328653,0.6319325732475841,0
5536468.0,10571.311,1089.2124,0.2405496021895126,0.6291637631654395,0
5536361.5,9127.166,1089.775,0.24651555656708757,0.6300036505530258,0
5536115.0,8282.725,1089.6809,0.2400075660397447,0.6292753348112298,0
5535957.5,8790.741,1089.2622,0.2525705984975857,0.6322646849916083,0
5535955.0,9424.049,1089.6423,0.2492054644443562,0.6302989338166053,0
5534745.0,10024.941,1089.2013,0.22312831889910267,0.6249148332810309,0
5536857.0,8800.745,1090.3824,0.23898008723862185,0.6303395069932196,0
5532514.0,8759.262,1089.5049,0.24255360879509835,0.6300812745658606,0
5531584.5,9320.499,1089.883,0.2458396339251374,0.6318194373019635,0
5531298.5,8890.522,1089.4268,0.24394169002129784,0.631471128957898,0
5524832.0,9544.992,1088.7495,0.23548275274191433,0.6273988779145007,0
5538968.0,8236.587,1090.3042,0.24606793748672828,0.632208748395478,0
5534765.0,8630.428,1090.3456,0.24756408036068756,0.6314163135678471,0
5527368.0,8870.548,1088.5632,0.2351098375365952,0.6275927947366596,0
5521307.5,8673.515,1088.7905,0.23292504298028227,0.6277773626274035,0
5535596.0,8706.56,1088.9841,0.23525202331792228,0.6278347007444111,0
