Potencia,Maximo,DesvioPadrao,FFT_Peak,FFT_Mean,Classe
0.9999998,3.7930756,0.46347663,165.39137,38.184345,0
1.0000002,3.6573384,0.46362048,150.51157,38.814163,0
0.9999999,3.9624436,0.46284238,184.85101,38.876755,0
1.0000004,3.7049282,0.4635497,164.91045,37.940765,0
1.0000001,3.8801634,0.46329314,162.95682,36.701977,0
0.9999999,3.785588,0.46388248,152.35555,38.51499,0
0.99999964,6.6879144,0.46311867,155.84737,38.420555,0
0.9999996,3.8864167,0.46362412,210.62752,37.579216,0
1.0000004,3.769321,0.46405354,142.30345,38.833317,0
1.0000001,4.6723266,0.46321657,170.76682,38.165386,0
0.9999999,4.04992,0.46343392,155.28355,37.1187,0
1.0000001,3.992836,0.46410358,174.71173,39.139618,0
1.0000002,3.655137,0.46313497,160.9727,37.946384,0
1.0000006,3.834103,0.46366805,218.31136,38.579987,0
1.0000001,3.9665294,0.4632956,152.5594,38.42166,0
0.9999999,3.7754889,0.46327052,141.57611,37.956505,0
1.0,3.7343113,0.46402428,207.30655,39.203583,0
1.0,3.6943657,0.46349356,178.97826,36.990692,0
1.0000001,3.799285,0.46281874,152.47888,38.3829,0
1.0000002,3.6173398,0.46357065,168.2582,38.349834,0
1.0000004,3.9424841,0.46337354,153.37936,37.93087,0
1.0000001,4.180984,0.46315864,150.38152,37.62474,0
0.9999995,3.9332204,0.4641131,155.20964,38.054623,0
1.0000001,3.8407605,0.4630932,153.66116,38.34853,0
1.0000001,3.8197675,0.463504,160.83267,38.562923,0
1.0,3.8992152,0.4637936,148.62161,38.295395,0
1.0000004,4.177608,0.46325007,236.01436,37.808384,0
0.9999999,3.8175173,0.46335056,173.72646,38.4385,0
0.9999998,3.8282516,0.46354726,178.61057,37.627277,0
1.0,4.01065,0.46359736,171.55597,38.178356,0
1.0000001,3.8214555,0.46401355,177.55066,38.31959,0
1.0000005,3.8967505,0.46369934,162.14848,39.25168,0
1.0000004,3.8793151,0.46330032,155.16243,38.87347,0
1.0000001,4.3906655,0.46340492,155.7334,37.9736,0
0.9999997,4.2662206,0.4636166,154.42291,38.024265,0
0.99999994,3.887406,0.4635456,148.21349,38.288155,0
1.0000001,3.71756,0.4636863,166.29097,38.404526,0
0.99999994,3.9563403,0.46371344,171.93648,38.894947,0
1.0000002,3.993651,0.46298248,158.01161,38.95938,0
0.99999994,3.9046085,0.46385327,158.84529,38.21154,0
1.0000004,3.7326698,0.4632159,184.38216,39.67045,0
0.9999999,4.9589267,0.46311653,161.70058,38.80924,0
1.0000002,3.9882247,0.4637049,154.88655,37.919666,0
1.0000001,3.6652384,0.46424332,132.76219,37.445072,0
1.0,3.8281577,0.46352205,155.07953,38.294277,0
0.9999998,3.694342,0.46380427,195.53868,38.854176,0
1.0000001,3.8183324,0.46348053,171.86618,37.89006,0
1.0,3.7773817,0.46386504,205.03468,38.177143,0
1.0000001,3.7328124,0.46372154,193.8368,38.55795,0
0.99999994,3.631983,0.46315932,159.81592,38.266136,0
1.0,3.7186563,0.46295238,150.4104,38.270233,0
1.0000005,3.5713642,0.46259817,160.77061,38.47407,0
1.0000001,3.762498,0.46373188,185.63972,38.561127,0
0.9999998,3.792109,0.46351886,171.52422,37.720783,0
1.0,5.5787873,0.46354866,192.98337,37.994373,0
1.0000002,3.62821,0.4639683,160.6215,39.438763,0
0.99999994,3.7170067,0.46369195,191.76743,38.09572,0
1.0000001,4.133052,0.46343744,170.86923,37.900448,0
1.0000004,4.3893075,0.4634192,159.56506,38.463375,0
1.0000001,3.9991112,0.46332616,190.47424,38.18608,0
1.0000004,3.8142622,0.46343517,195.0395,38.527985,0
1.0000002,3.795857,0.4628924,164.20021,38.365646,0
1.0000005,3.7599647,0.4627799,164.38017,37.789806,0
0.9999999,3.952491,0.46343848,173.86768,38.6631,0
1.0,3.9052048,0.46299937,167.95053,37.875748,0
1.0000002,3.9131,0.46411023,165.58397,38.642654,0
0.9999998,3.7275982,0.46377867,175.3761,38.599422,0
0.99999976,3.6740644,0.4642613,155.73474,38.067375,0
0.99999994,3.6624389,0.4635751,186.0708,38.11323,0
0.99999994,3.8437638,0.4639285,132.31413,37.32746,0
1.0,3.7235901,0.46381208,139.37273,37.911648,0
0.9999995,3.9037216,0.46374792,214.96176,37.329353,0
1.0000001,4.017263,0.46306023,152.18314,38.31693,0
0.9999996,3.9021275,0.46374473,167.3863,38.885292,0
1.0000002,5.5470877,0.46355525,157.9703,38.015236,0
1.0,3.958253,0.46307787,154.71062,37.72552,0
1.0,3.8818634,0.46377584,177.61057,38.50746,0
1.0000001,3.744645,0.46362722,179.48799,37.37844,0
0.9999998,3.9029107,0.46342966,197.59901,37.459507,0
0.9999998,3.747835,0.46324205,174.06403,38.183876,0
1.0000001,3.8677788,0.46367157,171.84494,38.32662,0
1.0000004,4.063699,0.46340808,143.156,37.378433,0
0.99999964,3.8929513,0.46400484,190.6791,38.492077,0
1.0000002,3.7051635,0.46339706,180.2705,37.664326,0
1.0000001,3.9554715,0.46355203,164.41791,38.59217,0
1.0000001,3.830368,0.46404976,187.1394,38.764954,0
0.9999998,4.1796036,0.4638003,151.94267,38.433838,0
0.99999994,6.3446436,0.4632134,167.42256,37.30315,0
0.99999994,3.9711537,0.46325904,180.57011,38.91387,0
1.0000004,3.6608725,0.4633298,158.36801,37.73937,0
0.9999999,3.758681,0.4630966,182.0456,38.18644,0
1.0000002,4.116398,0.46331036,190.8692,38.39899,0
0.99999964,4.2248664,0.46328217,167.50607,38.09581,0
1.0000002,3.759446,0.46346146,190.06882,37.459522,0
1.0000001,3.829477,0.46351856,174.50314,37.58299,0
0.9999999,3.7985585,0.46402502,169.0838,38.01981,0
0.99999994,3.7777066,0.46325824,162.02292,38.279747,0
1.0000001,3.953148,0.46329778,148.21407,38.239075,0
0.9999998,4.0613112,0.46371877,168.18526,38.21558,0
0.99999994,3.9216518,0.4639901,180.62405,39.178673,0
0.9999999,3.8398108,0.4638624,181.92383,38.760174,0
1.0,3.6913457,0.46368864,172.50885,38.711872,0
1.0000002,4.7952824,0.46313453,152.76993,38.266148,0
1.0000002,4.2894144,0.4632533,150.8506,38.552113,0
1.0000002,3.9765913,0.4631526,144.6772,37.89153,0
1.0000002,3.9316292,0.4633973,177.21109,38.99547,0
1.0000002,3.8025825,0.46337172,164.68599,38.473392,0
0.99999994,4.2951007,0.46296564,145.80376,37.93851,0
1.0000002,3.9549205,0.46347806,193.98135,39.319286,0
0.9999998,3.7848337,0.46340075,226.50208,37.468655,0
1.0000005,3.7660937,0.46356753,200.76537,38.472927,0
1.0000005,3.9023182,0.4641919,220.1205,38.997356,0
0.99999994,5.1107264,0.46320096,147.9568,38.73556,0
1.0,3.802209,0.46404555,189.51805,38.866283,0
0.99999994,3.907048,0.46315622,190.15189,38.028023,0
0.9999998,3.9740644,0.46358195,212.54944,38.106163,0
1.0000004,4.003359,0.46385017,148.17226,38.284042,0
0.9999996,3.6717222,0.46350834,173.2773,38.295444,0
1.0000004,4.183693,0.46389657,169.94849,37.790836,0
0.9999999,4.830788,0.4635893,148.63422,38.238197,0
1.0000002,4.1261725,0.46370664,155.58676,38.608513,0
0.99999994,4.096271,0.46329632,154.36215,37.84625,0
0.9999999,4.844269,0.4633743,208.05783,37.77865,0
0.99999964,4.2635174,0.4633548,162.49092,38.10536,0
1.0000002,4.3692894,0.4637414,137.4335,37.863007,0
1.0000004,4.3251967,0.463402,169.45596,38.78324,0
1.0,4.0854897,0.4640024,144.84586,38.1036,0
1.0000002,4.2733736,0.46339896,145.42577,38.160374,0
0.99999994,3.9781864,0.46404797,147.08797,38.605515,0
0.99999964,4.5587616,0.46297488,188.60446,37.637188,0
0.9999996,3.9926276,0.46332628,171.79785,38.262665,0
0.99999976,4.403779,0.46327785,211.0808,37.96442,0
1.0000002,3.8721502,0.46330047,153.16719,38.45983,0
0.9999999,3.8284118,0.463419,176.97285,37.989185,0
1.0000001,5.1639524,0.4635104,158.20554,37.881725,0
1.0000002,4.362603,0.46305275,189.5968,38.370758,0
1.0000002,4.0499396,0.46340206,142.9401,38.755238,0
1.0000004,3.5075006,0.46383208,180.68143,38.12215,0
0.9999999,3.8595011,0.46317396,175.53964,37.815994,0
1.0,4.0922785,0.46316928,153.98494,38.819363,0
0.9999998,3.847797,0.4633453,174.78583,38.292816,0
0.9999995,3.8476372,0.46279386,149.37688,38.24386,0
1.0000004,4.9716763,0.46359825,163.52808,38.092194,0
0.99999976,3.9855528,0.4633365,204.33064,38.458813,0
1.0000001,4.1735206,0.46331605,208.95064,38.0392,0
0.9999999,3.7044644,0.46369335,153.61113,38.60994,0
1.0000004,3.9438543,0.46312737,200.66054,38.45791,0
1.0000004,3.7302928,0.46328175,175.73132,38.5508,0
0.9999999,3.6662073,0.4631073,182.63023,38.31859,0
0.99999964,4.2150073,0.46342993,147.74098,38.77603,0
1.0000002,4.134932,0.46365923,174.472,36.786854,0
0.99999994,4.1168776,0.46321997,160.89114,37.225983,0
1.0000004,3.9150414,0.46327418,201.13458,38.60616,0
1.0000002,3.899751,0.46369556,156.31587,38.12274,0
1.0000006,4.4015923,0.4637639,135.81464,37.521088,0
1.0000001,4.6474695,0.46373558,177.15556,38.52555,0
1.0000001,3.7229514,0.46337408,161.01114,38.322212,0
1.0000002,5.055741,0.463679,193.25911,37.806095,0
1.0000001,3.5369203,0.46337584,161.74403,38.337128,0
1.0000001,4.151242,0.4633019,186.20512,38.98329,0
1.0000002,6.0021014,0.4633187,157.65984,36.85294,0
1.0000007,3.6651409,0.46365896,184.43304,38.389755,0
1.0000004,4.807114,0.46363452,188.04312,37.42193,0
0.99999976,3.5062964,0.46347067,162.42047,38.06847,0
1.0000001,3.9669979,0.46256325,203.9147,38.034992,0
1.0000001,3.8654385,0.46309024,199.79297,37.755363,0
0.9999999,3.9358053,0.46371248,154.27402,37.72139,0
1.0,3.5670931,0.46315986,150.87955,38.09821,0
1.0000001,3.6835358,0.4636287,148.18939,37.88375,0
0.9999998,4.509166,0.46286198,186.48648,38.139904,0
0.9999996,3.790592,0.4636701,192.36679,37.556553,0
0.99999994,4.2532434,0.46327022,184.17476,38.171947,0
0.9999998,4.302033,0.46343848,171.40593,38.331383,0
0.99999976,4.1391253,0.46343622,169.80952,38.80069,0
1.0,4.100364,0.46374857,160.47914,38.86457,0
1.0000001,3.8032677,0.46314347,212.44046,36.959164,0
1.0,4.1110163,0.46388277,135.70512,38.077583,0
0.99999976,3.775822,0.4629648,212.0082,37.611706,0
1.0000004,3.9380434,0.46340024,162.00378,37.446083,0
1.0000001,4.3433957,0.46351525,185.79977,39.514446,0
1.0000002,3.723746,0.46315077,176.70679,38.428196,0
1.0000001,3.711166,0.46347034,178.408,38.117134,0
1.0000006,4.455939,0.46358317,153.04102,38.359184,0
0.99999946,3.7627223,0.46336004,198.63539,38.797905,0
0.99999964,4.1326575,0.46377674,191.6371,38.189373,0
0.99999994,3.9526067,0.46322638,188.79228,38.165607,0
1.0000004,3.7706542,0.46325412,175.59135,38.494503,0
1.0000004,4.762017,0.4638302,175.02122,38.916885,0
1.0000001,3.7093875,0.46298024,167.51207,38.24325,0
1.0000001,3.813096,0.4640841,156.12544,38.430584,0
1.0000001,4.0270524,0.46298158,182.01396,38.31711,0
0.9999993,4.0379686,0.46333283,201.63069,38.093163,0
0.9999997,3.7524877,0.46282896,143.80095,38.08725,0
1.0,3.7665737,0.4631271,164.73996,38.232513,0
1.0000001,3.9916096,0.4629836,186.51279,38.55485,0
1.0000001,4.124399,0.46274775,177.73305,38.716812,0
1.0000005,5.7373104,0.46302727,162.82182,38.20024,0
0.99999976,8.5004,0.46354187,163.45015,37.48574,0
1.0000002,5.9104476,0.46353212,170.34981,37.6499,0
0.99999994,4.3443084,0.46347913,155.34259,38.060215,0
1.0000004,10.613918,0.46396023,165.7695,38.503357,0
0.9999998,5.351628,0.46373466,164.58049,37.762093,0
0.9999999,3.7547216,0.46304995,158.84966,38.790142,0
1.0000001,3.810693,0.46338874,151.76566,36.96906,0
1.0000001,3.7146811,0.4636469,176.81438,38.824154,0
1.0000002,3.646193,0.46350855,178.1408,37.714855,0
1.0000004,4.0931935,0.46321318,166.43927,38.66119,0
0.9999999,3.728182,0.46368846,155.34445,37.76919,0
0.9999997,8.247496,0.46390352,151.3255,38.432777,0
0.9999995,5.6375217,0.46358243,176.30772,38.425858,0
1.0000002,6.362397,0.46395278,225.09462,37.82936,0
0.99999994,3.7146165,0.46399006,187.94987,39.386192,0
0.99999964,6.518581,0.46397778,190.32727,39.44401,0
1.0000001,5.0367727,0.4632389,135.421,38.189964,0
0.9999999,3.8167133,0.46317104,181.46756,38.229855,0
0.99999976,3.7545376,0.46313894,220.7496,38.367397,0
1.0,7.099935,0.46378,149.95857,38.254795,0
1.0,5.289184,0.46402848,179.87558,37.95556,0
1.0000001,7.3206477,0.4641187,152.90689,38.33569,0
1.0000001,13.890664,0.4666493,139.72185,38.34607,0
1.0000001,12.565704,0.46465442,165.86063,38.581665,0
0.9999999,10.428129,0.46551052,177.74269,38.147495,0
1.0000002,10.221156,0.46432313,187.07623,37.69718,0
1.0000001,9.04439,0.46311337,204.92755,38.036022,0
0.9999997,3.5931592,0.46310073,147.73169,38.021023,0
0.9999998,4.449099,0.46335623,178.957,38.1392,0
1.0000001,3.871618,0.4628336,187.2148,38.11158,0
1.0000004,5.825871,0.46328333,184.24983,39.282436,0
0.99999994,3.6804347,0.46348372,164.10526,38.563797,0
1.0000004,3.8795378,0.4637025,184.84479,37.784874,0
0.99999994,3.7651877,0.46333358,152.28522,38.21441,0
1.0000004,4.516117,0.4634421,144.47627,38.609016,0
1.0000004,3.9146907,0.46390277,154.60052,38.544632,0
1.0000004,3.7393954,0.46304682,157.69601,38.600742,0
0.99999994,3.779055,0.46354023,154.17891,38.470795,0
1.0000004,4.37552,0.46323162,166.12175,39.063316,0
1.0,3.6733732,0.4633296,196.12108,37.830547,0
0.9999997,3.8273158,0.4627589,195.878,38.846783,0
0.99999976,3.7442093,0.46314576,137.23346,38.218197,0
0.9999997,4.127274,0.46343452,154.5851,38.33524,0
1.0000004,3.5829117,0.4631174,142.71164,38.124863,0
1.0,4.368161,0.46338332,171.96036,37.843544,0
1.0000004,4.566933,0.46304953,155.13638,37.238544,0
1.0000004,4.163228,0.462921,185.33646,37.67257,0
0.9999998,3.6739056,0.46266457,146.10973,38.726505,0
0.99999964,4.1156483,0.46276507,162.79544,38.089523,0
0.99999976,4.5205894,0.46303493,187.0188,39.040874,0
1.0000002,3.7476318,0.4630801,168.74919,38.213688,0
0.9999997,6.3816123,0.463747,185.20337,39.30431,0
1.0,11.414365,0.46289125,158.87646,38.635273,0
1.0000001,10.412819,0.4635553,194.09424,38.32862,0
1.0000002,10.862484,0.4644969,199.40775,38.295383,0
0.99999946,4.305525,0.46415132,167.68024,38.03389,0
1.0000004,3.8493085,0.46379012,156.57774,37.586998,0
0.99999946,4.630944,0.4638672,188.3685,39.120373,0
0.9999996,3.9011831,0.4633764,178.45113,38.264763,0
0.9999999,3.8183234,0.46359906,172.929,38.011414,0
1.0000001,3.762858,0.46333003,185.26126,37.99055,0
1.0000001,3.9313471,0.46334288,217.10927,38.065407,0
0.99999964,3.823692,0.46314743,162.13754,38.58884,0
0.9999998,4.1209745,0.46353045,144.72426,37.863262,0
1.0,4.196002,0.46369788,171.27643,37.205772,0
0.9999999,3.757288,0.46351764,165.98396,38.429382,0
0.99999976,4.244689,0.46391562,156.62439,37.513817,0
0.9999997,4.1243725,0.46319318,210.9386,38.45016,0
1.0,3.6133392,0.46365842,161.87744,37.974483,0
1.0000002,7.3160453,0.4639925,179.27287,38.11929,0
0.99999994,3.7642834,0.4631969,165.92435,38.560417,0
1.0000002,3.9109664,0.4630627,218.0688,38.330975,0
1.0000002,4.415172,0.46353534,152.32901,37.59485,0
0.9999997,3.6438732,0.46373308,141.63454,38.283165,0
0.99999994,3.7997725,0.46346065,191.84003,38.336628,0
0.9999999,4.114996,0.46313024,185.64694,38.31183,0
1.0,3.986875,0.46338063,140.82466,38.198997,0
1.0000004,3.901314,0.46292388,163.33688,38.51654,0
1.0,3.5396655,0.463155,226.49673,37.91999,0
1.0000001,4.50743,0.46328342,173.00182,38.520096,0
1.0000004,3.7442691,0.46305656,217.82,37.884388,0
1.0,3.5359058,0.46312946,163.54329,38.132156,0
1.0000001,3.7263598,0.4629401,167.56523,37.5843,0
0.99999994,4.067229,0.4630445,178.22089,38.441757,0
1.0000001,3.5941393,0.46326086,161.51218,38.347675,0
1.0000002,3.5108707,0.46330976,180.19054,38.473217,0
0.9999996,3.7981033,0.46291724,183.77765,38.063843,0
1.0,6.976018,0.46342534,157.04817,37.6851,0
0.9999996,3.6933722,0.46351692,174.99736,38.860847,0
0.99999994,4.231293,0.4634207,149.72997,37.30375,0
1.0000002,3.9598475,0.46366736,186.68013,37.79073,0
1.0000001,3.9336562,0.46360615,169.43698,38.913025,0
0.99999994,4.0165954,0.46403816,154.7121,38.104332,0
0.9999998,3.933219,0.4634325,164.83746,37.56871,0
0.9999998,4.6730266,0.46379396,154.30133,38.429794,0
0.99999994,3.9419005,0.4638648,178.79,38.46985,0
1.0000001,8.090777,0.46421036,169.40733,37.519325,0
0.99999994,5.931846,0.46396807,156.11658,37.879818,0
1.0000004,3.8924012,0.46349213,175.43498,38.50027,0
0.9999999,3.9055693,0.4634408,181.261,38.897495,0
1.0000002,4.054543,0.46378964,212.13733,37.67187,0
0.9999999,4.1510468,0.46375322,180.07684,38.98643,0
1.0,3.9724145,0.46339995,193.9453,38.64044,0
1.0000001,3.6596465,0.46355316,138.00427,37.80954,0
0.9999997,4.0533547,0.46343198,191.51418,38.86279,0
1.0000001,3.965362,0.46352857,251.78328,38.72632,0
0.99999964,3.8079562,0.46350116,161.6595,37.487022,0
1.0,4.108686,0.4638928,232.30127,38.81231,0
1.0000002,3.5312934,0.46337703,187.79839,39.681934,0
1.0,4.8880663,0.4636729,179.32927,38.097267,0
0.9999994,5.577341,0.46324626,176.91408,38.219078,0
1.0000001,8.350149,0.4635653,195.7339,37.322697,0
1.0000002,4.0041847,0.46296725,175.0733,37.365746,0
1.0000001,3.8780515,0.4632401,194.46759,38.24639,0
0.9999999,3.6953547,0.4628899,128.00616,38.539055,0
1.0000001,3.7488894,0.46287078,155.84943,39.200962,0
1.0000001,3.9444125,0.46291804,187.20212,38.407837,0
1.0000001,4.0747666,0.46322122,206.13727,37.98847,0
1.0000002,3.811532,0.4631591,152.67368,38.34623,0
1.0000004,5.1279526,0.46287674,196.05522,38.598248,0
1.0000004,3.9590251,0.4630021,143.18538,37.948635,0
1.0000001,3.6658387,0.46354038,159.07115,37.456154,0
0.99999976,4.245639,0.46317536,160.69191,38.176964,0
0.9999998,3.6623714,0.46301976,155.15175,38.25947,0
1.0000001,5.048359,0.463106,145.94925,38.677433,0
1.0000001,4.542202,0.46289456,208.94131,38.192127,0
1.0000001,5.8164496,0.4627405,155.06128,38.519875,0
1.0000001,3.7026894,0.46365425,148.63994,38.233192,0
1.0000001,3.7677352,0.4634067,161.77669,38.606644,0
1.0000005,4.2399,0.46281308,194.3671,37.796734,0
0.9999999,3.7596345,0.46304506,193.87389,38.44846,0
1.0000004,3.635341,0.46365774,189.975,37.741817,0
1.0000001,4.017658,0.46282834,183.70238,38.21682,0
0.9999997,3.8764672,0.46321565,168.1761,38.033863,0
1.0000001,4.1591287,0.4629467,155.37604,37.939636,0
0.99999976,3.555279,0.46310353,138.30205,38.5923,0
0.99999994,3.7631102,0.46344241,184.12828,38.578884,0
1.0000005,3.8616214,0.46308777,151.1468,38.138645,0
1.0000002,3.5618496,0.46305037,164.03563,37.532368,0
0.9999999,3.763168,0.46290943,143.14978,38.17402,0
0.9999998,3.7802374,0.4631953,178.61044,37.76705,0
1.0000002,4.074287,0.46331733,161.71481,37.883152,0
1.0000001,4.069628,0.46323788,189.27951,38.507557,0
1.0,4.0167265,0.4635881,188.1068,38.580723,0
0.9999999,3.8330443,0.4633457,143.31665,37.47204,0
0.9999998,3.64373,0.46319744,159.69597,38.02701,0
1.0,4.498636,0.46253526,153.2438,38.05222,0
0.9999997,3.667347,0.46313238,146.96635,37.82897,0
1.0000002,4.5002646,0.4634079,186.40816,38.775257,0
1.0000001,4.4881477,0.46298778,158.39507,37.797394,0
1.0000001,3.698021,0.46287712,201.44987,37.88013,0
1.0000001,4.725126,0.46317023,162.41167,38.4197,0
0.99999994,3.903937,0.46308482,168.18382,37.999184,0
1.0000004,3.5977545,0.46304026,186.86845,37.696323,0
0.9999996,3.7045913,0.46298242,153.88628,38.621048,0
0.99999964,4.5179768,0.46290797,188.69894,38.139126,0
1.0000002,3.9304323,0.4631927,213.68694,37.966686,0
0.9999996,3.6474364,0.4629115,163.22176,37.860596,0
1.0000002,3.7109487,0.46283004,143.22499,38.66004,0
0.99999976,3.9492872,0.46292242,181.91951,38.400337,0
1.0000002,3.891798,0.46290025,171.43681,38.10179,0
0.9999997,3.9428015,0.46323428,156.76225,38.35798,0
1.0000002,4.240722,0.46297213,156.66454,37.511242,0
0.99999976,3.8800387,0.46297616,157.52621,38.677433,0
1.0000004,3.7781568,0.46358767,178.94379,39.00925,0
0.9999999,3.8441362,0.4631456,159.49841,37.885086,0
0.99999994,5.396627,0.46211144,191.4561,37.889366,0
0.9999997,4.9100156,0.46357518,173.98344,38.646626,0
0.9999998,3.7917223,0.46359122,145.79184,38.883556,0
1.0000005,3.9006937,0.46339014,158.62183,38.03892,0
0.9999996,4.10249,0.46378058,161.01381,37.769604,0
1.0000001,4.025636,0.4638124,167.0762,38.116055,0
0.9999998,4.446441,0.46366215,159.85289,37.79719,0
0.99999994,3.8038352,0.46345347,151.35338,37.869648,0
0.9999999,3.735582,0.4633408,214.79207,38.68544,0
1.0000006,3.9535155,0.46318954,155.3525,39.21062,0
1.0,3.8362246,0.4633437,157.49475,37.903114,0
1.0000001,3.9649928,0.4636385,176.4785,37.70015,0
1.0000005,4.165138,0.46437147,195.00969,38.671455,0
1.0000001,3.66212,0.463185,164.59842,38.023037,0
0.9999999,3.8986125,0.46355113,167.26398,38.66334,0
0.99999994,3.7984707,0.46353123,181.27467,38.178158,0
1.0,3.806915,0.46374413,157.34349,38.324223,0
1.0,3.9960792,0.46302935,222.70137,38.375652,0
1.0000001,3.7334065,0.4636113,154.10556,37.86842,0
1.0000005,4.963797,0.46365038,187.72578,38.599293,0
1.0000002,3.5801618,0.4630743,172.77551,37.81034,0
0.9999999,3.7902286,0.4638543,168.29745,38.281006,0
0.9999998,4.577692,0.46291623,145.99474,37.62453,0
0.99999994,3.6620924,0.46364653,133.4031,37.784916,0
0.9999997,4.232919,0.4632994,153.59453,37.83011,0
1.0000004,4.1130805,0.46342546,177.35846,38.605244,0
0.99999994,3.9637167,0.46352893,214.39877,39.048847,0
1.0000004,3.9468992,0.46318224,182.7288,38.288013,0
1.0000001,4.0638785,0.46312043,189.88,38.2571,0
1.0,3.8735983,0.46395707,176.40793,37.703186,0
0.99999976,3.7056224,0.46288973,136.75615,38.10379,0
1.0000006,4.6288652,0.46372774,192.00284,38.007122,0
1.0,3.913765,0.4632215,184.02895,37.710823,0
1.0000001,5.219093,0.46312842,164.9719,37.62777,0
0.9999999,3.831161,0.4635391,213.91965,38.484463,0
0.99999964,3.836999,0.463336,195.63791,37.69385,0
1.0000001,3.9939816,0.46355724,203.1858,38.13476,0
0.99999976,3.8618913,0.46339297,147.18983,37.84879,0
0.99999994,3.827234,0.46341893,161.9915,37.36261,0
0.99999994,5.007225,0.46358964,222.99608,37.732597,0
0.99999976,3.9911084,0.46354768,159.69482,38.25041,0
0.99999976,3.914835,0.46343127,160.60872,38.378227,0
1.0000002,3.7727726,0.46337816,198.14893,37.326126,0
1.0000008,3.6700826,0.46409184,172.57896,37.87973,0
0.99999976,6.6666236,0.46342087,184.83043,38.796394,0
0.99999994,3.798059,0.4635082,153.43024,38.266167,0
1.0000001,4.9591274,0.46332636,168.0938,38.58175,0
1.0000001,4.218129,0.4631126,188.52197,38.19117,0
0.99999976,4.0456333,0.46329102,149.14476,38.84285,0
1.0000001,3.8374772,0.46369267,171.56999,38.200184,0
0.99999994,4.265105,0.46359453,156.30562,39.00507,0
1.0000002,3.8129795,0.4633112,142.35182,37.986908,0
0.9999998,3.8994074,0.4638589,171.06866,38.38788,0
1.0000001,3.7168481,0.46347028,151.54523,37.852802,0
1.0,3.7067819,0.4636712,185.77893,38.24637,0
1.0000001,4.059179,0.4633508,171.26625,38.119213,0
0.99999994,5.421421,0.46343666,199.80453,38.210106,0
1.0,3.9695477,0.46369562,168.00037,38.007534,0
1.0000004,4.1778646,0.46310106,171.1259,37.918945,0
1.0000001,3.7123399,0.4635351,181.41388,37.744114,0
0.9999997,3.8131921,0.46324924,161.30827,37.648308,0
1.0000001,3.7793288,0.46377906,149.25179,37.923985,0
0.9999995,4.1263714,0.46372965,181.28822,38.721275,0
1.0000001,3.7702835,0.46311828,183.69243,38.539738,0
1.0000002,3.8435662,0.4631339,150.12794,37.98944,0
0.99999994,4.097,0.46340412,144.45059,38.16851,0
1.0,3.8023696,0.46324068,166.8958,38.775978,0
0.9999998,4.0029054,0.46336186,199.34698,37.8529,0
1.0,4.001698,0.46395025,162.73203,38.178486,0
1.0000001,5.3273673,0.46342602,172.58406,38.414272,0
0.99999946,3.653584,0.46313483,179.55724,38.489437,0
0.99999994,4.607103,0.46387395,176.10574,38.40936,0
1.0000004,3.9467993,0.4632553,152.35109,38.203964,0
0.9999998,4.276417,0.4632886,183.63367,38.81096,0
0.99999994,4.0838013,0.46348202,162.29005,38.74195,0
1.0000001,4.015762,0.4636012,182.8413,37.510456,0
1.0000002,3.899541,0.46369568,143.73,38.380527,0
1.0000001,3.8529716,0.4630635,171.16422,39.01623,0
0.9999997,5.604265,0.46346822,151.34042,38.201073,0
1.0,3.669988,0.4631096,152.48131,38.26305,0
0.9999999,4.381701,0.463191,167.80132,38.830147,0
1.0,3.9916096,0.46374494,147.92635,37.345768,0
1.0000002,3.7401652,0.46334633,148.79738,38.392746,0
1.0000006,4.189364,0.46330738,183.47449,38.856647,0
1.0000005,3.5173304,0.4632597,152.89738,37.560432,0
0.99999964,3.931288,0.46332973,195.03036,38.420586,0
1.0000001,4.194321,0.46352413,145.73271,37.21247,0
1.0,3.6295207,0.46354213,160.42023,38.073093,0
0.99999994,4.296459,0.46403408,162.28749,38.59114,0
0.99999946,4.7776537,0.46321848,157.2407,38.5848,0
0.9999999,4.0267806,0.463002,154.76797,38.094215,0
1.0,3.6023922,0.46277234,145.28046,38.68185,0
1.0000004,4.3172197,0.46344888,168.64001,38.563076,0
1.0000001,3.9091904,0.4635495,216.07034,38.296173,0
0.9999999,3.817977,0.46366695,183.06647,38.178356,0
1.0,4.5060587,0.46383822,146.72685,37.83301,0
1.0000002,4.018705,0.46351996,161.748,38.161922,0
1.0000005,3.54701,0.4635983,144.84212,37.798477,0
1.0000002,3.9983613,0.46325478,165.08081,37.682804,0
0.9999995,3.749672,0.46337044,127.91601,38.759403,0
1.0000004,3.8391864,0.46350825,183.30986,38.63668,0
1.0000001,3.8033054,0.4632064,150.29967,38.492542,0
0.99999994,3.9605227,0.46314132,172.35725,38.17189,0
0.9999999,3.82707,0.4636402,173.59354,38.043983,0
0.99999964,3.7865515,0.4634199,157.36737,37.464237,0
1.0000001,3.757549,0.46357223,175.09886,38.05656,0
1.0000005,3.7444077,0.46323168,151.30388,37.71,0
1.0000001,4.7312374,0.46370313,178.26791,38.777405,0
0.9999998,4.003626,0.4630715,153.33417,38.148235,0
0.9999997,3.7029288,0.46319604,178.54462,39.306866,0
0.9999998,4.1415358,0.4630898,170.95201,37.353054,0
0.99999994,3.8182411,0.46301517,182.33086,38.25044,0
